time,delta_mag,error
2454587.842,0.00722,0.00164
2454587.842,0.00722,0.00164
2454587.852,-0.00786,0.00168
2454587.852,-0.00786,0.00168
2454587.861,0.00446,0.00163
2454587.861,0.00446,0.00163
2454587.873,0.00635,0.00161
2454587.873,0.00635,0.00161
2454587.885,-0.0082,0.00161
2454587.885,-0.0082,0.00161
2454588.63,-0.001025,0.0014
2454588.64,0.004375,0.00135
2454588.65,0.004135,0.00133
2454588.662,-0.007665,0.00134
2454588.702,0.0032,0.00169
2454588.702,0.0032,0.00169
2454588.726,-0.0018,0.00165
2454588.726,-0.0018,0.00165
2454588.75,0.00447,0.00161
2454588.75,0.00447,0.00161
2454588.827,-0.0021,0.00162
2454588.827,-0.0021,0.00162
2454588.837,0.00559,0.00162
2454588.837,0.00559,0.00162
2454588.847,-0.00081,0.00159
2454588.847,-0.00081,0.00159
2454588.856,-0.00151,0.00159
2454588.856,-0.00151,0.00159
2454588.866,0.00556,0.00153
2454588.866,0.00556,0.00153
2454589.623,0.001115,0.00154
2454589.632,-0.001755,0.0014
2454589.642,-0.009775,0.00138
2454589.654,-0.007275,0.00136
2454589.704,-0.00159,0.00163
2454589.704,-0.00159,0.00163
2454589.716,-0.00784,0.00168
2454589.716,-0.00784,0.00168
2454589.769,-0.00279,0.00163
2454589.769,-0.00279,0.00163
2454589.815,-0.00294,0.00163
2454589.815,-0.00294,0.00163
2454589.827,0.00387,0.00161
2454589.827,0.00387,0.00161
2454589.837,-0.0008,0.00161
2454589.837,-0.0008,0.00161
2454589.846,-0.00504,0.0016
2454589.846,-0.00504,0.0016
2454589.856,0.01014,0.00161
2454589.856,0.01014,0.00161
2454589.868,-0.00489,0.00165
2454589.868,-0.00489,0.00165
2454589.88,-0.00628,0.00163
2454589.88,-0.00628,0.00163
2454590.625,0.008885,0.00155
2454591.625,0.001035,0.00154
2454591.635,-0.002025,0.00136
2454591.647,-0.011095,0.00134
2454591.659,-0.002395,0.00133
2454591.7,-0.0024,0.00171
2454591.7,-0.0024,0.00171
2454591.712,0.00146,0.00173
2454591.712,0.00146,0.00173
2454591.811,0.00005,0.00172
2454591.811,0.00005,0.00172
2454591.823,0.00672,0.00168
2454591.823,0.00672,0.00168
2454591.832,-0.00355,0.00166
2454591.832,-0.00355,0.00166
2454591.842,-0.00108,0.00166
2454591.842,-0.00108,0.00166
2454591.852,-0.00299,0.00165
2454591.852,-0.00299,0.00165
2454591.864,-0.00039,0.00162
2454591.864,-0.00039,0.00162
2454591.876,-0.00787,0.0016
2454591.876,-0.00787,0.0016
2454592.628,-0.002885,0.00141
2454592.638,0.001875,0.00134
2454592.65,0.004785,0.00133
2454592.691,-0.00064,0.00173
2454592.691,-0.00064,0.00173
2454592.813,-0.00752,0.00169
2454592.813,-0.00752,0.00169
2454592.825,0.01962,0.00166
2454592.825,0.01962,0.00166
2454592.835,0.0049,0.00164
2454592.835,0.0049,0.00164
2454592.845,0.0022,0.00162
2454592.845,0.0022,0.00162
2454592.854,-0.00002,0.00167
2454592.854,-0.00002,0.00167
2454592.866,0.00326,0.00167
2454592.866,0.00326,0.00167
2454593.628,0.004555,0.00146
2454593.638,0.007505,0.00131
2454593.648,-0.006225,0.00134
2454593.694,-0.00277,0.00159
2454593.694,-0.00277,0.00159
2454593.704,-0.00252,0.00164
2454593.704,-0.00252,0.00164
2454593.714,-0.00903,0.00158
2454593.714,-0.00903,0.00158
2454593.803,-0.01286,0.00164
2454593.803,-0.01286,0.00164
2454593.815,0.00538,0.0016
2454593.815,0.00538,0.0016
2454593.824,0.00153,0.00161
2454593.824,0.00153,0.00161
2454593.834,-0.00058,0.00158
2454593.834,-0.00058,0.00158
2454593.844,0.00405,0.00155
2454593.844,0.00405,0.00155
2454593.856,0.0097,0.00155
2454593.856,0.0097,0.00155
2454593.868,0.00671,0.00147
2454593.868,0.00671,0.00147
2454594.625,-0.005335,0.00162
2454594.635,-0.005125,0.00137
2454594.645,-0.002525,0.00134
2454594.691,-0.00353,0.00167
2454594.691,-0.00353,0.00167
2454594.701,-0.00648,0.00168
2454594.701,-0.00648,0.00168
2454594.735,-0.01141,0.0017
2454594.735,-0.01141,0.0017
2454594.8,-0.00943,0.0017
2454594.8,-0.00943,0.0017
2454594.812,-0.00721,0.00166
2454594.812,-0.00721,0.00166
2454594.822,-0.00009,0.00165
2454594.822,-0.00009,0.00165
2454594.831,-0.00157,0.00166
2454594.831,-0.00157,0.00166
2454594.841,0.00945,0.00168
2454594.841,0.00945,0.00168
2454594.865,-0.0119,0.00168
2454594.865,-0.0119,0.00168
2454595.627,0.002835,0.00143
2454595.648,0.014385,0.00125
2454595.857,0.01382,0.00151
2454595.857,0.01382,0.00151
2454596.624,0.000835,0.00173
2454596.631,-0.009965,0.00142
2454596.638,-0.009195,0.00135
2454596.644,-0.001265,0.00135
2454596.683,-0.00644,0.00177
2454596.683,-0.00644,0.00177
2454596.691,-0.00319,0.00175
2454596.691,-0.00319,0.00175
2454596.699,-0.01005,0.00176
2454596.699,-0.01005,0.00176
2454596.709,-0.00899,0.00176
2454596.709,-0.00899,0.00176
2454596.718,-0.00449,0.00177
2454596.718,-0.00449,0.00177
2454596.728,0.00215,0.00177
2454596.728,0.00215,0.00177
2454596.789,0.001,0.00166
2454596.789,0.001,0.00166
2454596.801,-0.00455,0.00164
2454596.801,-0.00455,0.00164
2454596.813,-0.00116,0.00161
2454596.813,-0.00116,0.00161
2454596.823,0.00352,0.00161
2454596.823,0.00352,0.00161
2454605.663,-0.00719,0.00222
2454605.663,-0.00719,0.00222
2454606.66,-0.00271,0.00227
2454606.66,-0.00271,0.00227
2454606.672,0.00131,0.00232
2454606.672,0.00131,0.00232
2454606.684,0.0101,0.00234
2454606.684,0.0101,0.00234
2454606.696,0.01589,0.00234
2454606.696,0.01589,0.00234
2454607.649,-0.00099,0.00187
2454607.649,-0.00099,0.00187
2454607.673,-0.00094,0.00205
2454607.673,-0.00094,0.00205
2454607.707,-0.00288,0.00212
2454607.707,-0.00288,0.00212
2454607.726,-0.02245,0.00221
2454607.726,-0.02245,0.00221
2454607.736,0.00111,0.0022
2454607.736,0.00111,0.0022
2454607.748,-0.00331,0.00224
2454607.748,-0.00331,0.00224
2454607.76,0.01094,0.00219
2454607.76,0.01094,0.00219
2454607.772,-0.00007,0.00217
2454607.772,-0.00007,0.00217
2454607.794,-0.00522,0.00217
2454607.794,-0.00522,0.00217
2454777.986,-0.004545,0.00141
2454777.995,-0.001625,0.00148
2454778.005,0.000415,0.00148
2454778.984,0.000205,0.00145
2454778.994,0.006815,0.00143
2454779.004,-0.003275,0.00143
2454779.013,-0.008815,0.00151
2454779.025,0.002325,0.0014
2454779.986,0.003665,0.00154
2454779.995,-0.005545,0.00145
2454780.005,-0.000245,0.00154
2454780.015,0.000495,0.00155
2454780.027,-0.009385,0.00147
2454782.993,0.007555,0.00172
2454783.027,0.009395,0.00161
2454784.98,0.006385,0.0017
2454784.984,0.008225,0.00164
2454784.989,-0.006295,0.00172
2454784.993,0.003585,0.00179
2454784.998,0.009225,0.00177
2454785.003,0.007765,0.00172
2454785.007,0.008445,0.00159
2454785.012,0.002065,0.0016
2454785.016,-0.011275,0.00173
2454785.021,-0.004045,0.00171
2454785.025,0.002035,0.0017
2454785.03,0.002585,0.00167
2454785.034,-0.007885,0.00166
2454786.96,0.009325,0.00162
2454786.962,0.002695,0.00158
2454786.964,-0.003015,0.0016
2454786.966,0.002245,0.00162
2454786.968,0.003945,0.00164
2454786.97,0.001865,0.00161
2454786.972,-0.005005,0.00165
2454786.974,0.005135,0.00163
2454786.977,0.008545,0.00161
2454786.979,0.009635,0.00159
2454786.981,0.005875,0.00158
2454786.983,-0.005195,0.00161
2454786.985,-0.010235,0.00168
2454786.987,-0.008005,0.00172
2454786.989,-0.006685,0.00171
2454786.991,0.004275,0.00173
2454786.993,0.013185,0.00174
2454786.996,0.006155,0.00171
2454786.998,0.009245,0.0017
2454787,0.004605,0.00166
2454787.002,0.006035,0.00158
2454787.004,0.002795,0.00154
2454787.006,0.000915,0.00165
2454787.008,-0.002895,0.00167
2454787.01,0.005875,0.00168
2454787.013,0.001655,0.00169
2454787.015,0.004975,0.0017
2454787.017,0.004425,0.00168
2454787.019,-0.002415,0.00168
2454787.021,-0.000805,0.00166
2454787.023,-0.005735,0.00161
2454787.025,-0.000345,0.0016
2454787.027,0.002185,0.00164
2454787.029,-0.000665,0.00164
2454787.032,0.006355,0.00169
2454787.034,0.007055,0.00172
2454787.036,0.011865,0.00177
2454787.958,-0.000575,0.00166
2454787.963,0.009895,0.00167
2454787.968,0.003255,0.00167
2454787.973,0.002575,0.00163
2454787.978,0.006835,0.00155
2454787.983,-0.009215,0.0015
2454787.988,-0.006565,0.00149
2454787.993,0.000365,0.0016
2454787.998,-0.003455,0.00165
2454788,0.005645,0.00166
2454788.002,0.010315,0.00166
2454788.004,0.004965,0.00164
2454788.008,-0.002325,0.00154
2454788.01,0.002775,0.00148
2454788.013,0.001965,0.00152
2454788.015,-0.003225,0.00154
2454788.017,-0.012425,0.00158
2454788.019,-0.003795,0.00159
2454788.021,-0.012535,0.00161
2454788.023,-0.007945,0.00159
2454788.025,-0.006935,0.00158
2454788.027,-0.001175,0.00157
2454788.029,-0.001705,0.00155
2454788.032,-0.000625,0.00154
2454788.034,0.001885,0.00153
2454788.036,0.003375,0.00162
2454794.94,0.001565,0.00138
2454794.95,0.007505,0.00138
2454794.96,0.018915,0.00139
2454794.969,0.002315,0.00144
2454794.991,0.017945,0.00138
2454795.001,0.001815,0.00141
2454795.011,0.001975,0.0014
2454795.04,0.008165,0.00143
2454801.92,-0.001055,0.00136
2454801.93,0.008335,0.00135
2454801.94,0.007195,0.00136
2454801.949,-0.004915,0.00142
2454801.961,0.002815,0.00134
2454801.971,-0.000075,0.00145
2454801.981,0.003805,0.0014
2454801.991,0.006695,0.00142
2454802.01,0.005405,0.00142
2454802.02,0.002045,0.0014
2454802.029,0.005135,0.00145
2454802.041,-0.003655,0.00151
2454802.916,0.000385,0.00138
2454802.926,0.002455,0.00139
2454802.935,-0.002715,0.00136
2454802.945,-0.001625,0.00143
2454802.955,-0.011095,0.00142
2454802.967,0.000315,0.00144
2454802.976,-0.009945,0.00143
2454802.986,0.002855,0.00137
2454803.006,0.003395,0.00142
2454803.015,0.004945,0.00138
2454803.025,0.010595,0.00145
2454803.037,-0.002655,0.00149
2454803.047,0.005655,0.00155
2454803.917,0.002385,0.00141
2454803.926,0.009015,0.00137
2454803.936,-0.001715,0.00134
2454803.946,-0.002425,0.00144
2454803.958,-0.001085,0.00136
2454803.968,-0.000325,0.00143
2454803.977,-0.001145,0.00143
2454803.987,0.000155,0.0014
2454804.007,0.001475,0.00143
2454804.016,0.000395,0.0014
2454804.026,-0.000835,0.00144
2454804.038,-0.003545,0.00146
2454804.048,0.007575,0.00144
2454804.913,0.020455,0.00128
2454804.922,0.002085,0.00135
2454804.932,0.001925,0.0014
2454804.942,0.015095,0.00141
2454804.954,0.015755,0.00132
2454804.963,0.019765,0.00137
2454804.983,0.010325,0.00143
2454805.002,0.005045,0.00138
2454805.012,0.021915,0.00125
2454805.917,-0.000675,0.00138
2454805.927,0.020245,0.00135
2454805.936,0.013805,0.00143
2454805.946,0.010425,0.00135
2454805.958,0.015835,0.00142
2454805.968,0.010055,0.00136
2454805.978,-0.000295,0.0014
2454805.987,0.005835,0.00159
2454805.997,0.009085,0.0013
2454806.048,0.005285,0.00143
2454806.914,0.013115,0.00124
2454806.943,0.015235,0.00133
2454806.955,0.011185,0.00138
2454806.965,0.004705,0.0014
2454806.975,0.008485,0.00136
2454806.985,0.004735,0.00139
2454806.994,0.008485,0.00137
2454807.004,0.005855,0.00139
2454807.014,0.012515,0.00139
2454807.026,0.003875,0.00142
2454807.035,-0.000425,0.00143
2454807.045,0.009085,0.00141
2454807.925,-0.000365,0.00142
2454807.935,-0.009465,0.00149
2454807.947,-0.004575,0.00141
2454807.957,-0.008625,0.0015
2454807.967,0.005365,0.00133
2454807.976,0.006535,0.00146
2454807.996,0.003125,0.00145
2454808.005,-0.005245,0.00149
2454808.015,-0.005145,0.00151
2454808.027,0.001595,0.00148
2454808.037,0.004335,0.00147
2454808.047,0.005905,0.00147
2454810.895,0.001755,0.00175
2454810.902,0.009265,0.00172
2454810.906,-0.002175,0.00164
2454810.911,-0.002145,0.00168
2454810.915,0.009235,0.00169
2454810.92,-0.000735,0.00169
2454810.925,0.001655,0.00159
2454810.929,0.004475,0.00153
2454810.934,-0.007455,0.00162
2454810.941,0.009225,0.00167
2454810.949,-0.001395,0.0016
2454810.957,0.001555,0.00157
2454810.964,0.001575,0.00163
2454810.972,0.003115,0.00158
2454810.987,-0.012855,0.00151
2454810.994,-0.002535,0.00151
2454811.002,0.006665,0.00147
2454811.009,-0.001175,0.00143
2454811.019,-0.007895,0.00145
2454811.029,-0.006305,0.0015
2454811.039,-0.002655,0.0015
2454811.048,-0.006115,0.00148
2454811.918,0.016645,0.00182
2454811.935,0.012605,0.0017
2454811.973,0.006745,0.0017
2454811.98,-0.003145,0.00159
2454811.988,-0.008005,0.00163
2454811.995,0.002695,0.00165
2454812.003,-0.002445,0.00166
2454812.012,0.004595,0.00155
2454812.032,0.002735,0.00142
2454812.042,-0.001255,0.00153
2454812.93,0.000915,0.00166
2454812.934,0.002845,0.00174
2454812.939,0.002505,0.00182
2454812.943,0.007025,0.00187
2454812.948,0.002655,0.00177
2454814.045,-0.000445,0.00168
2454821.865,-0.005315,0.00144
2454821.874,-0.000135,0.00142
2454821.884,-0.001825,0.00151
2454821.894,-0.010035,0.00151
2454821.903,0.003455,0.0014
2454821.915,-0.003215,0.00152
2454821.925,0.002535,0.00143
2454821.935,-0.004015,0.0015
2454821.945,-0.010595,0.00152
2454821.954,-0.005945,0.00143
2454821.964,-0.003995,0.00153
2454821.974,-0.006145,0.00149
2454821.986,-0.006665,0.00141
2454821.995,-0.001965,0.00147
2454822.005,-0.005925,0.00145
2454822.015,0.001815,0.00153
2454822.025,0.000995,0.00154
2454822.863,-0.002295,0.00138
2454822.873,-0.003615,0.00143
2454822.882,0.000345,0.00145
2454822.892,0.007625,0.00142
2454822.904,0.001105,0.0014
2454822.914,0.000565,0.00143
2454822.924,-0.001005,0.00137
2454822.933,-0.006595,0.00138
2454822.953,-0.006985,0.00138
2454822.963,-0.006845,0.00139
2454822.972,0.003865,0.00146
2454822.984,-0.008225,0.00142
2454822.994,-0.003945,0.00142
2454823.004,-0.006035,0.00138
2454823.014,0.001635,0.00138
2454823.023,0.004885,0.00138
2454829.844,0.001295,0.00147
2454829.854,0.001715,0.00147
2454829.864,0.002825,0.00151
2454829.873,0.002095,0.00147
2454829.885,0.003305,0.00147
2454829.895,0.004625,0.00148
2454829.905,0.000085,0.00139
2454829.915,0.005585,0.00146
2454829.924,0.001935,0.00147
2454829.934,-0.002625,0.00142
2454829.944,-0.003175,0.00151
2454829.953,-0.000615,0.00146
2454829.965,-0.003935,0.0014
2454829.975,0.001245,0.00142
2454829.985,0.002695,0.00144
2454829.995,-0.001385,0.00149
2454830.004,0.004795,0.0015
2454830.045,0.00521,0.0016
2454830.045,0.00521,0.0016
2454830.055,0.00658,0.00166
2454830.055,0.00658,0.00166
2454830.847,-0.022295,0.00139
2454830.857,-0.024955,0.00147
2454830.867,-0.034145,0.00152
2454830.876,-0.022335,0.00144
2454830.888,-0.027835,0.00152
2454830.898,-0.020275,0.00145
2454830.908,-0.019085,0.00138
2454830.918,-0.019875,0.00144
2454830.927,-0.023405,0.00145
2454830.937,-0.020845,0.00138
2454830.947,-0.018745,0.0015
2454830.956,-0.021985,0.00146
2454830.968,-0.012865,0.00145
2454830.978,-0.013795,0.00141
2454830.988,-0.011335,0.00142
2454830.998,-0.016425,0.00143
2454831.048,-0.00631,0.0016
2454831.048,-0.00631,0.0016
2454831.058,-0.00168,0.0017
2454831.058,-0.00168,0.0017
2454831.838,0.002725,0.00137
2454831.848,0.001735,0.00138
2454831.857,0.000995,0.00137
2454831.867,0.000115,0.00142
2454831.877,-0.002715,0.0014
2454831.889,-0.001995,0.00142
2454831.898,-0.000205,0.0014
2454831.908,-0.001435,0.00135
2454831.928,-0.007465,0.00145
2454831.937,0.000495,0.00138
2454831.947,0.004245,0.00137
2454831.959,-0.003435,0.00144
2454831.969,0.001585,0.00143
2454831.979,-0.005355,0.00142
2454831.988,-0.003235,0.00139
2454831.998,0.001755,0.00139
2454832.039,-0.00793,0.0016
2454832.039,-0.00793,0.0016
2454832.838,-0.006875,0.00135
2454832.847,0.004685,0.00139
2454832.857,0.000975,0.00137
2454832.867,0.001085,0.00143
2454832.879,0.000595,0.00138
2454832.888,0.007755,0.00142
2454832.898,0.002925,0.0014
2454832.908,-0.005135,0.00136
2454832.927,-0.005895,0.00142
2454832.937,-0.000135,0.00135
2454832.947,0.000465,0.0014
2454832.959,-0.005425,0.00148
2454832.969,-0.004435,0.00145
2454832.978,-0.000705,0.0014
2454832.988,-0.005855,0.0014
2454832.998,-0.001505,0.0014
2454833.038,-0.00922,0.00162
2454833.038,-0.00922,0.00162
2454833.838,-0.006795,0.00146
2454833.848,0.001615,0.00146
2454833.857,-0.003835,0.0014
2454833.867,-0.009945,0.0014
2454833.879,0.004595,0.00141
2454833.889,-0.010425,0.00138
2454833.899,-0.004445,0.00144
2454833.908,-0.002965,0.00141
2454833.928,-0.011055,0.00146
2454833.937,-0.000865,0.00141
2454833.947,-0.004475,0.00141
2454833.959,-0.003725,0.00139
2454833.969,-0.002645,0.00144
2454833.979,0.002035,0.00142
2454833.989,-0.003125,0.00145
2454838.825,0.012055,0.0015
2454838.83,0.001785,0.00148
2454838.834,0.000105,0.00154
2454838.839,-0.001695,0.00157
2454838.843,-0.001555,0.00159
2454838.848,-0.000585,0.00158
2454838.853,-0.003535,0.00153
2454838.857,0.005545,0.00155
2454838.865,0.007175,0.00151
2454838.872,-0.004005,0.00157
2454838.88,0.000545,0.00151
2454838.888,0.000565,0.00147
2454838.895,-0.010865,0.00149
2454838.903,0.001275,0.00153
2454838.91,0.005525,0.00151
2454838.918,0.001245,0.00145
2454838.925,-0.007575,0.00148
2454838.933,0.005455,0.00156
2454838.942,-0.008815,0.00145
2454838.952,0.005695,0.00148
2454838.962,0.007135,0.00141
2454838.972,-0.000885,0.00143
2454838.982,0.006825,0.00144
2454839.022,0.00371,0.00151
2454839.022,0.00371,0.00151
2454839.032,0.00025,0.0015
2454839.032,0.00025,0.0015
2454839.042,-0.00679,0.00152
2454839.042,-0.00679,0.00152
2454839.051,0.00366,0.00153
2454839.051,0.00366,0.00153
2454839.841,0.005715,0.00154
2454839.845,-0.003745,0.00158
2454839.85,-0.000675,0.00162
2454839.854,-0.000005,0.00156
2454839.859,-0.006835,0.00155
2454839.863,0.003845,0.00154
2454839.868,0.002245,0.00157
2454839.873,0.002665,0.00164
2454839.877,0.004145,0.00159
2454839.882,0.003525,0.00155
2454839.886,0.008635,0.00153
2454839.891,0.006475,0.0015
2454839.895,0.001915,0.00152
2454839.902,0.010165,0.00155
2454839.907,0.001715,0.00152
2454839.911,0.001875,0.0015
2454839.916,0.004775,0.00149
2454839.92,0.007815,0.00152
2454839.925,0.000795,0.0016
2454839.929,0.003555,0.00163
2454839.937,-0.005075,0.0016
2454839.945,-0.001805,0.00156
2454839.952,-0.003415,0.00158
2454839.96,0.007925,0.00151
2454839.975,0.007725,0.00149
2454840.014,-0.00644,0.00158
2454840.014,-0.00644,0.00158
2454840.024,0.00243,0.00154
2454840.024,0.00243,0.00154
2454840.034,-0.0174,0.00155
2454840.034,-0.0174,0.00155
2454840.044,0.00067,0.00156
2454840.044,0.00067,0.00156
2454840.053,-0.00226,0.00166
2454840.053,-0.00226,0.00166
2454840.898,0.000915,0.00152
2454840.903,-0.001105,0.00154
2454840.908,-0.004245,0.00158
2454840.912,0.000485,0.00157
2454840.917,-0.001695,0.00163
2454840.921,-0.000615,0.00163
2454840.926,0.006305,0.00162
2454840.933,0.003695,0.00158
2454840.941,-0.003265,0.0015
2454840.949,0.006125,0.00155
2454840.956,-0.001745,0.00157
2454840.964,0.001255,0.00158
2454840.971,-0.001335,0.00158
2454841.01,-0.00171,0.0018
2454841.01,-0.00171,0.0018
2454841.03,-0.00914,0.00177
2454841.03,-0.00914,0.00177
2454841.062,-0.00508,0.00203
2454841.062,-0.00508,0.00203
2454848.797,0.000115,0.00143
2454848.806,0.001595,0.00147
2454848.826,0.010355,0.00132
2454848.857,0.003785,0.00141
2454848.867,0.000545,0.00147
2454848.884,0.002945,0.00143
2454848.892,0.004675,0.00144
2454848.899,-0.000745,0.00153
2454848.906,0.000765,0.00146
2454848.916,-0.006625,0.00142
2454848.924,0.004155,0.00142
2454848.932,-0.001565,0.00144
2454848.939,0.003305,0.00149
2454848.947,-0.000645,0.00145
2454848.954,0.007625,0.00149
2454849,-0.00093,0.0017
2454849,-0.00093,0.0017
2454849.008,-0.00126,0.00168
2454849.008,-0.00126,0.00168
2454849.015,-0.01249,0.00168
2454849.015,-0.01249,0.00168
2454849.023,-0.00456,0.00172
2454849.023,-0.00456,0.00172
2454849.03,-0.00443,0.00171
2454849.03,-0.00443,0.00171
2454849.04,-0.00915,0.00167
2454849.04,-0.00915,0.00167
2454849.796,0.001225,0.00141
2454849.805,0.005005,0.0014
2454849.815,0.004515,0.00136
2454849.825,-0.008055,0.00132
